sample_row_id,sample_id,start_date,start_time,station_code,counter,gear_condition,habitat,trap_sample_type,debris_tubs,cone,fish_properly,flow_cfs,weather_code,temperature,turbidity,velocity,river_depth,gear,diel,sampling_weight,location_in_river,volume
34546,186_23,7/4/2023,9:49,Gate 8,75052,n,run,non-intensive,1.6,1,Y,10013.00,CLR,,3.98,2.91,5.3,RSTR5,,1.056944444,WM,2038103.60
34675,212_23,7/30/2023,9:10,Gate 5,96283,n,run,non-intensive,1.8,1,Y,10142.00,CLR,,3.21,4.32,4.4,RSTR5,,0.992361111,MC,3053828.37
34676,212_23,7/30/2023,8:03,Gate 6,41545,n,run,non-intensive,6.5,1,Y,10142.00,CLR,,3.34,4.02,5.9,RSTR8,,0.985416667,MC,8655187.94
34677,212_23,7/30/2023,9:43,Gate 7,47008,n,run,non-intensive,1.2,1,Y,10142.00,CLR,,3.14,3.44,4.5,RSTR5,,0.989583333,MC,2251758.50
34678,212_23,7/30/2023,10:25,Gate 8,73084,n,run,non-intensive,1.5,1,Y,10142.00,CLR,,3.64,3.06,4.8,RSTR5,,0.9875,WM,2002263.03
34679,213_23,7/31/2023,10:33,Gate 1,34427,n,run,non-intensive,2,1,Y,10185.00,CLR,,4.34,3.18,99,RSTR5,,1.075,EM,2436011.95
34680,213_23,7/31/2023,8:59,Gate 5,13564,n,run,non-intensive,1.9,1,Y,10185.00,CLR,,3.93,3.78,4.3,RSTR5,,1.03125,MC,2775209.39
34671,211_23,7/29/2023,7:51,Gate 6,31983,n,run,non-intensive,7.4,1,Y,10201.00,CLR,,3.16,3.93,6,RSTR8,,1.008333333,MC,8653156.01
34536,184_23,7/2/2023,9:11,Gate 8,51763,n,run,non-intensive,0.4,1,Y,9937.00,CLR,,4.23,3.03,5.5,RSTR5,,1.00625,WM,2017118.93
34545,186_23,7/4/2023,9:03,Gate 7,8251,n,run,non-intensive,1.6,1,Y,10013.00,CLR,,4.04,3.24,4.7,RSTR5,,1.064583333,MC,2286064.32
34528,183_23,7/1/2023,7:23,Gate 5,11661,n,run,non-intensive,2.1,1,Y,9451.00,CLR,,3.9,3.07,4.4,RSTR5,,1.015277778,MC,2387653.09
34529,183_23,7/1/2023,8:11,Gate 6,48632,n,run,non-intensive,5.3,1,Y,9451.00,CLR,,5.72,3.61,5.6,RSTR8,,1.004166667,MC,8133330.66
34530,183_23,7/1/2023,8:14,Gate 7,68209,n,run,non-intensive,0.5,1,Y,9451.00,CLR,,4.06,2.74,4.5,RSTR5,,1.008333333,MC,1967834.16
34531,183_23,7/1/2023,9:03,Gate 8,40617,n,run,non-intensive,1.5,1,Y,9451.00,CLR,,3.72,3.08,5,RSTR5,,1.005555556,WM,2047642.32
34532,184_23,7/2/2023,9:50,Gate 1,88130,n,run,non-intensive,2.3,1,Y,9937.00,CLR,,4.37,2.87,99,RSTR5,,1.011805556,EM,1924202.49
34533,184_23,7/2/2023,7:45,Gate 5,28707,n,run,non-intensive,2,1,Y,9937.00,CLR,,4.33,3.53,4.5,RSTR5,,1.027083333,MC,2771778.15
34674,212_23,7/30/2023,10:55,Gate 1,21046,n,run,non-intensive,2.6,1,Y,10142.00,CLR,,3.43,3.31,99,RSTR5,,0.984722222,EM,2157470.16
34683,213_23,7/31/2023,10:07,Gate 8,85319,n,run,non-intensive,1,1,Y,10185.00,CLD,,3.85,3.10,5.5,RSTR5,,1.063194444,WM,2184772.49
34575,192_23,7/10/2023,8:20,Gate 7,85447,n,run,non-intensive,1,1,Y,10152.00,CLR,,4.3,3.14,4.5,RSTR5,,1.070138889,MC,2223598.80
34682,213_23,7/31/2023,9:28,Gate 7,60839,n,run,non-intensive,1.6,1,Y,10185.00,CLR,,3.96,3.21,4.9,RSTR5,,1.0625,MC,2257623.49
34538,185_23,7/3/2023,8:24,Gate 5,44708,n,run,non-intensive,1.8,1,Y,10029.00,CLR,,4.85,3.37,4.4,RSTR5,,0.971527778,MC,2332068.30
34539,185_23,7/3/2023,9:46,Gate 6,68389,n,run,non-intensive,5.4,1,Y,10029.00,CLR,,5.59,3.77,5.7,RSTR8,,0.928472222,MC,7648081.21
34540,185_23,7/3/2023,9:59,Gate 7,94452,n,run,non-intensive,1.4,1,Y,10029.00,CLR,,5.07,3.14,4.7,RSTR5,,0.961111111,MC,2153901.56
34541,185_23,7/3/2023,9:20,Gate 8,63145,n,run,non-intensive,0.9,1,Y,10029.00,CLR,,5.28,3.21,5.4,RSTR5,,1.020138889,WM,2167344.70
34542,186_23,7/4/2023,10:18,Gate 1,12766,n,run,non-intensive,2,1,Y,10013.00,CLR,,4.34,2.93,99,RSTR5,,1.072222222,EM,2080157.32
34543,186_23,7/4/2023,7:43,Gate 5,62854,n,run,non-intensive,2.1,1,Y,10013.00,CLR,,3.85,2.95,4.4,RSTR5,,1.090277778,MC,2288901.04
34534,184_23,7/2/2023,10:31,Gate 6,58377,n,run,non-intensive,6.5,1,Y,9937.00,CLR,,5.72,3.91,5.6,RSTR8,,0.89375,MC,7840887.15
34564,190_23,7/8/2023,8:33,Gate 6,18648,n,run,non-intensive,6,1,Y,9942.00,CLR,,3.82,4.03,5.5,RSTR8,,1.001388889,MC,8574227.17
34547,187_23,7/5/2023,12:02,Gate 1,22844,n,run,non-intensive,1.9,1,Y,9831.00,CLR,,5.02,3.13,99,RSTR5,,0.865972222,EM,1934277.49
34548,187_23,7/5/2023,9:53,Gate 5,78429,n,run,non-intensive,1.9,1,Y,9831.00,CLR,,5.06,3.44,5.2,RSTR5,,0.9375,MC,2135778.44
34549,187_23,7/5/2023,8:35,Gate 6,88579,n,run,non-intensive,6,1,Y,9831.00,CLR,,6.27,4.49,5.9,RSTR8,,1.016666667,MC,9711724.20
34550,187_23,7/5/2023,10:36,Gate 7,19468,n,run,non-intensive,1,1,Y,9831.00,CLR,,9.1,3.16,4.6,RSTR5,,0.873611111,MC,1969067.24
34551,187_23,7/5/2023,11:11,Gate 8,84842,n,run,non-intensive,0.8,1,Y,9831.00,CLR,,4.68,3.20,5.4,RSTR5,,0.876388889,WM,1856145.31
34552,188_23,7/6/2023,8:49,Gate 1,35692,n,run,non-intensive,2,1,Y,9853.00,CLR,,4.55,2.70,99,RSTR5,,1.105555556,EM,2128364.70
34553,188_23,7/6/2023,8:23,Gate 5,96309,n,run,non-intensive,1.9,1,Y,9853.00,CLR,,4.5,3.24,4.5,RSTR5,,1.082638889,MC,2497944.78
34681,213_23,7/31/2023,7:42,Gate 6,51735,n,run,non-intensive,5.6,1,Y,10185.00,CLR,,4.91,4.00,6,RSTR8,,1.032638889,MC,8773070.55
34555,188_23,7/6/2023,7:34,Gate 7,32831,n,run,non-intensive,1.5,1,Y,9853.00,CLR,,4.32,3.08,4.7,RSTR5,,1.041666667,MC,2123352.00
34582,193_23,7/11/2023,10:01,Gate 7,98509,n,run,non-intensive,1.2,1,Y,10253.00,CLR,,3.2,2.70,4.7,RSTR5,,0.993055556,MC,1914357.12
34557,189_23,7/7/2023,11:21,Gate 1,48199,n,run,non-intensive,2.1,1,Y,9938.00,CLR,,4.08,2.84,99,RSTR5,,1.041666667,EM,1956279.22
34558,189_23,7/7/2023,10:22,Gate 5,12642,n,run,non-intensive,1.9,1,Y,9938.00,CLR,,4.14,3.45,4.8,RSTR5,,0.986805556,MC,2607338.48
34559,189_23,7/7/2023,8:50,Gate 6,8512,n,run,non-intensive,6,1,Y,9938.00,CLR,,3.72,3.86,5.7,RSTR8,,0.988194444,MC,8333582.66
34560,189_23,7/7/2023,8:34,Gate 7,47032,n,run,non-intensive,1.5,1,Y,9938.00,CLR,,4.01,3.21,4.7,RSTR5,,1.097916667,MC,2510356.60
34561,189_23,7/7/2023,9:53,Gate 8,8784,n,run,non-intensive,1,1,Y,9938.00,CLR,,4.12,2.89,5.5,RSTR5,,1.06875,WM,2046588.33
34562,190.0_23,7/8/2023,12:21,Gate 1,52358,nr,run,non-intensive,1.5,1,Y,9942.00,CLR,,4.71,2.83,99,RSTR5,,0.884722222,EM,1654342.95
34664,210_23,7/28/2023,10:57,Gate 1,95363,n,run,non-intensive,1.9,1,Y,10210.00,CLR,,3.3,3.24,99,RSTR5,,0.922916667,EM,1978324.68
34565,190_23,7/8/2023,10:55,Gate 7,58199,n,run,non-intensive,1.4,1,Y,9942.00,CLR,,3.92,3.15,4.6,RSTR5,,0.865277778,MC,1805888.36
34574,192_23,7/10/2023,9:18,Gate 6,38380,n,run,non-intensive,4,1,Y,10152.00,CLR,,4.83,3.88,5.9,RSTR8,,0.944444444,MC,8014800.32
34642,205_23,7/23/2023,8:20,Gate 7,55146,n,run,non-intensive,1.8,1,Y,10149.00,CLR,,3.72,2.90,5.5,RSTR5,,0.9875,MC,2192023.10
34566,190_23,7/8/2023,11:32,Gate 8,18633,n,run,non-intensive,0.9,1,Y,9942.00,CLR,,3.8,3.13,5.3,RSTR5,,0.875,WM,1814493.26
34567,191_23,7/9/2023,10:14,Gate 1,64219,n,run,non-intensive,2,1,Y,9939.00,CLR,,3.84,3.08,99,RSTR5,,0.972222222,EM,1979024.83
34568,191_23,7/9/2023,10:25,Gate 5,44040,n,run,non-intensive,1.8,1,Y,9939.00,CLR,,3.77,3.46,4.4,RSTR5,,0.884722222,MC,2183600.17
34569,191_23,7/9/2023,8:35,Gate 6,28969,n,run,non-intensive,6.2,1,Y,9939.00,CLR,,3.71,3.82,6.3,RSTR8,,1.029861111,MC,8359622.06
34570,191_23,7/9/2023,7:41,Gate 7,71425,n,run,non-intensive,1,1,Y,9939.00,CLR,,4.06,3.22,5,RSTR5,,1.027083333,MC,2185416.47
34571,191_23,7/9/2023,8:32,Gate 8,30067,n,run,non-intensive,1.5,1,Y,9939.00,CLR,,3.67,2.93,5.5,RSTR5,,1.017361111,WM,1974633.58
34556,188_23,7/6/2023,8:13,Gate 8,96721,n,run,non-intensive,1,1,Y,9853.00,CLR,,3.92,3.20,5.4,RSTR5,,1.069444444,WM,2436819.00
34544,186_23,7/4/2023,9:22,Gate 6,78529,n,run,non-intensive,6.3,1,Y,10013.00,CLR,,4.41,3.38,5.8,RSTR8,,0.967361111,MC,7136755.02
34573,192_23,7/10/2023,7:39,Gate 5,61970,n,run,non-intensive,1.5,1,Y,10152.00,CLR,,3.65,3.14,4.7,RSTR5,,1.071527778,MC,2401891.66
34563,190_23,7/8/2023,10:03,Gate 5,29419,n,run,non-intensive,4,1,Y,9942.00,CLR,,4.38,3.52,4.3,RSTR5,,1.015277778,MC,2549449.31
34576,192_23,7/10/2023,8:57,Gate 8,42278,n,run,non-intensive,0.9,1,Y,10152.00,CLR,,3.87,3.14,5.7,RSTR5,,1.070138889,WM,2221267.48
34577,193_23,7/11/2023,11:08,Gate 1,89533,n,run,non-intensive,2.5,1,Y,10253.00,CLR,,3.88,2.91,99,RSTR5,,0.990972222,EM,1907971.07
34578,193_23,7/11/2023,9:22,Gate 5,78641,n,run,non-intensive,1.5,1,Y,10253.00,CLR,,3.86,3.54,4.5,RSTR5,,0.993055556,MC,2508835.44
34579,196_23,7/14/2023,11:55,Gate 1,24682,n,run,non-intensive,4,1,Y,10250.00,CLR,,3.75,2.93,99,RSTR5,,0.893055556,EM,1733191.97
34580,193_23,7/11/2023,7:58,Gate 6,48677,n,run,non-intensive,4.6,1,Y,10253.00,CLR,,3.37,3.99,5.8,RSTR8,,1.011111111,MC,9054406.88
34581,196_23,7/14/2023,8:22,Gate 6,78919,n,run,non-intensive,5.6,1,Y,10250.00,CLR,,4.1,3.84,5.9,RSTR8,,0.972916667,MC,8161191.71
34672,211_23,7/29/2023,8:50,Gate 7,34104,n,run,non-intensive,1.3,1,Y,10201.00,CLR,,3.39,3.63,4.5,RSTR5,,1.036805556,MC,2680491.86
34572,192_23,7/10/2023,9:34,Gate 1,77269,n,run,non-intensive,2,1,Y,10152.00,CLR,,4.29,2.87,99,RSTR5,,1.065277778,EM,2023232.99
34626,201_23,7/19/2023,9:17,Gate 8,45706,n,run,non-intensive,2.2,1,Y,10232.00,CLR,,4.68,3.18,5.4,RSTR5,,0.988194444,WM,2237926.99
34663,209_23,7/27/2023,10:22,Gate 8,38747,n,run,non-intensive,0.4,1,Y,10163.00,CLR,,3.4,3.09,5.6,RSTR5,,1.006944444,WM,2062292.23
34586,194_23,7/12/2023,8:14,Gate 6,58882,n,run,non-intensive,5.5,1,Y,10068.00,CLR,,5.03,3.72,5.8,RSTR8,,1.008333333,MC,8418790.38
34587,194_23,7/12/2023,9:51,Gate 7,12186,n,run,non-intensive,1.5,1,Y,10068.00,CLR,,3.98,3.08,4.9,RSTR5,,1.047916667,MC,2297789.20
34588,194_23,7/12/2023,10:28,Gate 8,65603,n,run,non-intensive,1.1,1,Y,10068.00,CLR,,3.87,3.08,5.6,RSTR5,,1.054166667,WM,2151841.31
34589,195_23,7/13/2023,12:23,Gate 1,13774,n,run,non-intensive,2,1,Y,9865.00,CLR,,3.97,2.90,99,RSTR5,,0.980555556,EM,1881807.84
34590,195_23,7/13/2023,10:06,Gate 5,12228,n,run,non-intensive,1.5,1,Y,9865.00,CLR,,3.43,3.43,4.6,RSTR5,,0.990972222,MC,2425304.23
34591,195_23,7/13/2023,8:26,Gate 6,68960,n,run,non-intensive,5,1,Y,9865.00,CLR,,3.9,3.91,5.75,RSTR8,,0.997222222,MC,8291631.85
34592,195_23,7/13/2023,11:00,Gate 7,25000,n,run,non-intensive,1.8,1,Y,9865.00,CLR,,3.63,3.23,5.5,RSTR5,,0.988888889,MC,2277946.02
34593,195_23,7/13/2023,11:46,Gate 8,76639,n,run,non-intensive,0.9,1,Y,9865.00,CLR,,3.81,3.03,5.5,RSTR5,,0.98125,WM,1964798.11
34621,200_23,7/18/2023,8:02,Gate 6,21168,n,run,non-intensive,7,1,Y,10417.00,CLR,,4.71,3.83,5.5,RSTR8,,1.085416667,MC,9091043.75
34595,196_23,7/14/2023,10:49,Gate 7,36840,n,run,non-intensive,1.4,1,Y,10250.00,CLR,,4.5,2.94,4.7,RSTR5,,0.893055556,MC,1872815.46
34596,196_23,7/14/2023,11:19,Gate 8,87212,n,run,non-intensive,1.1,1,Y,10250.00,CLR,,4.64,3.08,5.5,RSTR5,,0.920833333,WM,1738848.34
34597,197_23,7/15/2023,9:21,Gate 1,36937,n,run,non-intensive,4,1,Y,10557.00,CLR,,3.77,3.00,99,RSTR5,,0.995833333,EM,1975848.65
34599,197_23,7/15/2023,7:28,Gate 5,44220,n,run,non-intensive,1.4,1,Y,10557.00,CLR,,3.48,3.43,4.5,RSTR5,,0.996527778,MC,2261474.68
34600,197_23,7/15/2023,7:43,Gate 6,89209,pb,run,non-intensive,6,1,Y,10557.00,CLR,,3.87,4.21,5.75,RSTR8,,1.011111111,MC,9058002.41
34601,197_23,7/15/2023,8:15,Gate 7,50207,n,run,non-intensive,1.5,1,Y,10557.00,CLR,,4.17,3.23,4.6,RSTR5,,0.999305556,MC,2297350.05
34537,185_23,7/3/2023,10:07,Gate 1,24,n,run,non-intensive,1.8,1,Y,10029.00,CLR,,5.38,2.89,99,RSTR5,,1.007638889,EM,1927170.90
34603,198_23,7/16/2023,9:15,Gate 1,50045,n,run,non-intensive,5.7,1,Y,10655.00,CLR,,4.02,3.00,99,RSTR5,,1.066666667,EM,2116527.38
34614,200_23,7/18/2023,10:27,Gate 1,74808,n,run,non-intensive,4.5,1,Y,10417.00,CLR,,4,2.91,99,RSTR5,,1.009027778,EM,1944187.49
34584,194_23,7/12/2023,10:55,Gate 1,2321,n,run,non-intensive,2,1,Y,10068.00,CLR,,4,3.01,99,RSTR5,,1.061111111,EM,2115338.35
34606,199_23,7/17/2023,7:58,Gate 6,10008,n,run,non-intensive,5.8,1,Y,10561.00,CLR,,3.56,3.75,5.9,RSTR8,,1.002777778,MC,8229187.09
34607,198_23,7/16/2023,7:23,Gate 5,62424,n,run,non-intensive,2,1,Y,10655.00,CLR,,4.15,3.63,4.6,RSTR5,,1.068055556,MC,2566603.29
34608,199_23,7/17/2023,9:43,Gate 7,77610,n,run,non-intensive,1.5,1,Y,10561.00,CLR,,3.55,3.17,4.6,RSTR5,,0.995138889,MC,2248964.13
34609,199_23,7/17/2023,10:15,Gate 8,23000,n,run,non-intensive,1,1,Y,10561.00,CLR,,4.02,3.03,5.7,RSTR5,,0.991666667,WM,2140627.01
34610,198_23,7/16/2023,7:59,Gate 6,99542,n,run,non-intensive,5,1,Y,10655.00,CLR,,3.56,3.84,6,RSTR8,,0.999305556,MC,8166110.59
34611,198_23,7/16/2023,8:14,Gate 7,64382,n,run,non-intensive,1.7,1,Y,10655.00,CLR,,4.1,3.12,4.5,RSTR5,,1.061805556,MC,2188998.97
34594,196_23,7/14/2023,9:53,Gate 5,27244,n,run,non-intensive,1.3,1,Y,10250.00,CLR,,4.58,3.47,4.6,RSTR5,,0.899305556,MC,2064866.86
34605,199_23,7/17/2023,9:01,Gate 5,79441,n,run,non-intensive,1.6,1,Y,10561.00,CLR,,3.78,3.51,4.5,RSTR5,,1.000694444,MC,2505656.04
34613,203_23,7/21/2023,9:11,Gate 1,11658,n,run,non-intensive,2,1,Y,10118.00,CLR,,4.11,3.07,99,RSTR5,,1.020833333,EM,2073145.42
34604,199_23,7/17/2023,10:51,Gate 1,62144,n,run,non-intensive,3.2,1,Y,10561.00,CLR,,3.74,2.90,99,RSTR5,,0.983333333,EM,1889493.23
34616,203_23,7/21/2023,8:15,Gate 6,50967,n,run,non-intensive,5,1,Y,10118.00,CLR,,4.36,3.63,5.9,RSTR8,,1.004166667,MC,7753872.63
34617,200_23,7/18/2023,9:02,Gate 5,95929,n,run,non-intensive,3.2,1,Y,10417.00,CLR,,4.71,3.68,4.5,RSTR5,,0.979861111,MC,2566785.38
34618,203_23,7/21/2023,8:56,Gate 7,29310,n,run,non-intensive,1.5,1,Y,10118.00,CLR,,3.72,3.12,4.5,RSTR5,,0.975694444,MC,2012826.06
34619,203_23,7/21/2023,9:35,Gate 8,68814,n,run,non-intensive,1.3,1,Y,10118.00,CLR,,3.45,3.01,5.5,RSTR5,,0.979166667,WM,1948962.99
34620,201_23,7/19/2023,10:40,Gate 1,86655,n,run,non-intensive,3,1,Y,10232.00,CLR,,5.2,3.04,99,RSTR5,,0.9625,EM,1933736.67
34622,201_23,7/19/2023,8:33,Gate 5,12445,n,run,non-intensive,2.1,1,Y,10232.00,CLR,,4.92,3.75,4.2,RSTR5,,0.993055556,MC,2465608.19
34655,207_23,7/25/2023,8:45,Gate 5,13220,n,run,non-intensive,0.8,1,Y,10090.00,CLR,,4.04,4.24,4.4,RSTR5,,1.033333333,MC,2899443.59
34612,198_23,7/16/2023,9:16,Gate 8,11275,n,run,non-intensive,1.2,1,Y,10655.00,CLR,,4.19,3.13,5.5,RSTR5,,1.040972222,WM,2154488.87
34625,201_23,7/19/2023,9:53,Gate 7,3030,n,run,non-intensive,1.5,1,Y,10232.00,CLR,,5.33,3.49,4,RSTR5,,0.925,MC,2303955.87
34583,193_23,7/11/2023,10:38,Gate 8,53676,n,run,non-intensive,0.9,1,Y,10253.00,CLR,,3.49,3.09,5.4,RSTR5,,0.993055556,WM,2033498.29
34627,200_23,7/18/2023,9:36,Gate 7,90927,n,run,non-intensive,2.1,1,Y,10417.00,CLR,,4.59,3.87,4,RSTR5,,1.011805556,MC,2590554.29
34628,200_23,7/18/2023,9:36,Gate 8,34281,n,run,non-intensive,0.6,1,Y,10417.00,CLR,,4.6,3.12,5.2,RSTR5,,0.986805556,WM,2040778.15
34629,202_23,7/20/2023,9:46,Gate 1,98881,n,run,non-intensive,1.9,1,Y,10149.00,CLR,,3.32,2.79,99,RSTR5,,0.975694444,EM,1804785.63
34630,202_23,7/20/2023,8:23,Gate 5,28695,n,run,non-intensive,1.8,1,Y,10149.00,CLR,,3.66,3.56,4.5,RSTR5,,0.973611111,MC,2469011.11
34631,202_23,7/20/2023,8:40,Gate 6,40708,n,run,non-intensive,5,1,Y,10149.00,CLR,,4.52,3.91,5.75,RSTR8,,0.982638889,MC,7976609.19
34632,202_23,7/20/2023,8:05,Gate 7,16600,n,run,non-intensive,1.6,1,Y,10149.00,CLR,,3.4,3.07,4.6,RSTR5,,1.035416667,MC,2106416.07
34602,197_23,7/15/2023,9:25,Gate 8,98890,n,run,non-intensive,1.2,1,Y,10557.00,CLR,,4.37,3.08,5.5,RSTR5,,0.99375,WM,2026253.28
34634,204_23,7/22/2023,9:41,Gate 1,24128,n,run,non-intensive,2.2,1,Y,10092.00,CLR,,3.98,3.18,99,RSTR5,,1.009027778,EM,1966865.44
34662,209_23,7/27/2023,9:42,Gate 7,8178,n,run,non-intensive,1.8,1,Y,10163.00,CLR,,3.19,3.31,4.5,RSTR5,,1.007638889,MC,2207958.08
34636,204_23,7/22/2023,8:21,Gate 6,61088,n,run,non-intensive,5,1,Y,10092.00,CLR,,3.76,3.56,5.8,RSTR8,,0.993055556,MC,7522199.69
34637,204_23,7/22/2023,8:21,Gate 7,41232,n,run,non-intensive,1.8,1,Y,10092.00,CLR,,3.67,3.70,5,RSTR5,,0.999305556,MC,2638288.68
34638,204_23,7/22/2023,9:05,Gate 8,80410,n,run,non-intensive,1.7,1,Y,10092.00,CLR,,3.56,2.98,5.3,RSTR5,,1.009027778,WM,1987999.93
34639,205_23,7/23/2023,9:54,Gate 1,36088,n,run,non-intensive,3.3,1,Y,10149.00,CLR,,4.56,2.83,99,RSTR5,,0.981944444,EM,1704465.68
34640,205_23,7/23/2023,7:41,Gate 5,78193,n,run,non-intensive,2,1,Y,10149.00,CLR,,3.42,3.70,4.5,RSTR5,,0.985416667,MC,2410286.53
34641,205_23,7/23/2023,8:11,Gate 6,71514,n,run,non-intensive,6,1,Y,10149.00,CLR,,4.75,4.05,5.8,RSTR8,,1.018055556,MC,8753537.31
34615,203_23,7/21/2023,7:45,Gate 5,44975,n,run,non-intensive,1.7,1,Y,10118.00,CLR,,3.53,3.30,4.3,RSTR5,,0.979166667,MC,2301955.43
34645,208_23,7/26/2023,9:33,Gate 5,29575,n,run,non-intensive,1.9,1,Y,10052.00,CLR,,4.63,3.38,4.5,RSTR5,,0.983333333,MC,2201060.79
34654,207_23,7/25/2023,12:04,Gate 1,61668,n,run,non-intensive,1.8,1,Y,10090.00,CLR,,3.66,3.29,99,RSTR5,,0.961111111,EM,2095591.46
34624,201_23,7/19/2023,10:05,Gate 6,30689,n,run,non-intensive,6,1,Y,10232.00,CLR,,4.95,3.49,6,RSTR8,,0.940972222,MC,6973854.10
34646,208_23,7/26/2023,9:17,Gate 6,1391,n,run,non-intensive,5,1,Y,10052.00,CLR,,4.36,4.13,6,RSTR8,,0.956944444,MC,8407834.62
34647,208_23,7/26/2023,10:12,Gate 7,95090,n,run,non-intensive,1.4,1,Y,10052.00,CLR,,4.87,3.03,4.8,RSTR5,,0.979166667,MC,2115619.13
34648,208_23,7/26/2023,10:38,Gate 8,27131,n,run,non-intensive,1,1,Y,10052.00,CLR,,5.32,4.10,5.1,RSTR5,,0.988888889,WM,2484012.93
34649,206_23,7/24/2023,9:28,Gate 1,49852,n,run,non-intensive,2.3,1,Y,10396.00,CLR,,4.24,3.17,99,RSTR5,,1.108333333,EM,2503310.04
34650,206_23,7/24/2023,7:20,Gate 5,96020,n,run,non-intensive,2,1,Y,10396.00,CLR,,4.06,4.16,4.6,RSTR5,,1.059027778,MC,3136788.70
34651,206_23,7/24/2023,8:37,Gate 6,82241,n,run,non-intensive,5.9,1,Y,10396.00,CLR,,4.27,4.15,5.8,RSTR8,,1.064583333,MC,9933552.56
34635,204_23,7/22/2023,7:15,Gate 5,61833,n,run,non-intensive,1.9,1,Y,10092.00,CLR,,3.31,3.70,4.4,RSTR5,,1.018055556,MC,2493411.50
34644,208_23,7/26/2023,11:08,Gate 1,73756,n,run,non-intensive,1.9,1,Y,10052.00,CLR,,4.44,3.26,99,RSTR5,,0.9875,EM,1971804.24
34653,206_23,7/24/2023,8:35,Gate 8,4638,n,run,non-intensive,1.5,1,Y,10396.00,CLR,,5.53,3.07,5.3,RSTR5,,1.117361111,WM,2445683.91
34643,205_23,7/23/2023,9:18,Gate 8,91583,n,run,non-intensive,1.2,1,Y,10149.00,CLR,,4.48,3.08,5.6,RSTR5,,0.970138889,WM,1975863.09
34656,207_23,7/25/2023,10:10,Gate 6,91502,n,run,non-intensive,5,1,Y,10090.00,CLR,,3.84,3.72,5.8,RSTR8,,0.920138889,MC,7489003.22
34657,207_23,7/25/2023,10:00,Gate 7,82432,n,run,non-intensive,1.5,1,Y,10090.00,CLR,,4.01,2.89,4.8,RSTR5,,1.008333333,MC,2077248.44
34658,207_23,7/25/2023,11:24,Gate 8,15816,n,run,non-intensive,1,1,Y,10090.00,CLR,,4.51,3.05,5.5,RSTR5,,0.968055556,WM,1956639.60
34659,209_23,7/27/2023,10:50,Gate 1,86250,n,run,non-intensive,1.9,1,Y,10163.00,CLR,,3.41,3.05,99,RSTR5,,1.004861111,EM,2026214.28
34660,209_23,7/27/2023,9:09,Gate 5,46159,n,run,non-intensive,1.9,1,Y,10163.00,CLR,,3.21,3.72,4.5,RSTR5,,0.997222222,MC,2647696.80
34661,209_23,7/27/2023,8:15,Gate 6,11475,n,run,non-intensive,4.2,1,Y,10163.00,CLR,,3.52,3.80,5.75,RSTR8,,0.991666667,MC,8013543.30
34633,202_23,7/20/2023,9:00,Gate 8,57551,n,run,non-intensive,1.2,1,Y,10149.00,CLR,,3.7,3.24,6.1,RSTR5,,1.024305556,WM,2193652.32
34652,206_23,7/24/2023,8:02,Gate 7,69369,n,run,non-intensive,1.5,1,Y,10396.00,CLR,,4.25,3.58,4.7,RSTR5,,1.081944444,MC,2565343.69
